"""Time""","""NEXO / Market Cap Estimated (USD)"""
"""2021-07-26""",910525552.9258658
"""2021-07-27""",961139850.458383
"""2021-07-28""",991496467.7373563
"""2021-07-29""",1012687656.420951
"""2021-07-30""",1043759534.1566731
"""2021-07-31""",1054829384.0789642
"""2021-08-01""",1013798631.8344929
"""2021-08-02""",1024371819.1590647
"""2021-08-03""",953596257.3243593
"""2021-08-04""",996495088.2796545
"""2021-08-05""",1015413757.7548761
"""2021-08-06""",1045013436.2141929
"""2021-08-07""",1128517804.7043543
"""2021-08-08""",1083506783.6263611
"""2021-08-09""",1107327042.3997216
"""2021-08-10""",1117021504.5095086
"""2021-08-11""",1077200482.451032
"""2021-08-12""",1032585150.7324052
"""2021-08-13""",1125907033.4019563
"""2021-08-14""",1118452252.12865
"""2021-08-15""",1115787273.4903731
"""2021-08-16""",1038925594.4952455
"""2021-08-17""",996556484.6855164
"""2021-08-18""",1011948580.3437696
"""2021-08-19""",1027807416.9956355
"""2021-08-20""",1078282168.4551127
"""2021-08-21""",1057763033.0807987
"""2021-08-22""",1079828358.6142578
"""2021-08-23""",1103935965.9379792
"""2021-08-24""",1057161742.5138946
"""2021-08-25""",1074598727.5770662
"""2021-08-26""",1033013585.4919919
"""2021-08-27""",1082683439.3233037
"""2021-08-28""",1067492241.5147907
"""2021-08-29""",1035685262.1415349
"""2021-08-30""",1035229691.9351338
"""2021-08-31""",1047082906.7690666
"""2021-09-01""",1091354510.4335928
"""2021-09-02""",1084560452.4466496
"""2021-09-03""",1108533851.7795238
"""2021-09-04""",1111575096.7910004
"""2021-09-05""",1109822060.253935
"""2021-09-06""",1090723863.2499802
"""2021-09-07""",972496272.9575628
"""2021-09-08""",993943149.3903127
"""2021-09-09""",959935967.5362425
"""2021-09-10""",868372484.9899291
"""2021-09-11""",888154336.0504097
"""2021-09-12""",902242822.943958
"""2021-09-13""",864078132.1520239
"""2021-09-14""",919674541.5565652
"""2021-09-15""",976202587.2971741
"""2021-09-16""",958145761.683858
"""2021-09-17""",910383407.733185
"""2021-09-18""",932325512.6008679
"""2021-09-19""",882318708.960421
"""2021-09-20""",801521772.341196
"""2021-09-21""",747614728.227675
"""2021-09-22""",831607946.2216522
"""2021-09-23""",850390047.9537927
"""2021-09-24""",823362535.0028936
"""2021-09-25""",824703297.5599471
"""2021-09-26""",821068736.9618075
"""2021-09-27""",812313954.9519097
"""2021-09-28""",780643479.4380931
"""2021-09-29""",780045975.765495
"""2021-09-30""",815047493.2443188
"""2021-10-01""",890947943.4838874
"""2021-10-02""",892262113.5230123
"""2021-10-03""",929025212.4853827
"""2021-10-04""",934956656.5583827
"""2021-10-05""",985628396.3961351
"""2021-10-06""",975702027.7200443
"""2021-10-07""",966440080.2910433
"""2021-10-08""",984171568.4285892
"""2021-10-09""",998843884.673949
"""2021-10-10""",965633395.5455698
"""2021-10-11""",962455420.9443791
"""2021-10-12""",944530775.2852337
"""2021-10-13""",955623581.1394904
"""2021-10-14""",976128051.7805895
"""2021-10-15""",981766276.3270645
"""2021-10-16""",982025460.1747229
"""2021-10-17""",938889803.2345376
"""2021-10-18""",970662685.0500848
"""2021-10-19""",1015145032.4481047
"""2021-10-20""",1150876492.5238416
"""2021-10-21""",1260545257.1293473
"""2021-10-22""",1307078016.8868732
"""2021-10-23""",1552796103.8917773
"""2021-10-24""",1517960594.0911963
"""2021-10-25""",1523134291.5483334
"""2021-10-26""",1607121322.211176
"""2021-10-27""",1589216380.4183884
"""2021-10-28""",1607236372.6345806
"""2021-10-29""",1571462870.3102129
"""2021-10-30""",1546790426.0914452
"""2021-10-31""",1550371115.5506134
"""2021-11-01""",1607653935.3286347
"""2021-11-02""",1803316308.4404497
"""2021-11-03""",1708513838.416021
"""2021-11-04""",1749840404.9420462
"""2021-11-05""",1639896949.799824
"""2021-11-06""",1702079848.0776668
"""2021-11-07""",1765558632.19357
"""2021-11-08""",1870769309.3347616
"""2021-11-09""",1897454536.1958804
"""2021-11-10""",1820025350.254034
"""2021-11-11""",1921744834.3404958
"""2021-11-12""",1862613518.9132214
"""2021-11-13""",1798247655.4072793
"""2021-11-14""",1826254471.3654554
"""2021-11-15""",1934599816.300125
"""2021-11-16""",1868664386.7451153
"""2021-11-17""",1857728387.163107
"""2021-11-18""",1656853111.193128
"""2021-11-19""",1747986614.6122248
"""2021-11-20""",1732368722.1452377
"""2021-11-21""",1672983764.0668254
"""2021-11-22""",1517249695.281404
"""2021-11-23""",1531451618.592609
"""2021-11-24""",1525754839.8935044
"""2021-11-25""",1543213691.594262
"""2021-11-26""",1367213639.1841621
"""2021-11-27""",1386494847.3105762
"""2021-11-28""",1412671654.7612462
"""2021-11-29""",1454022605.5982592
"""2021-11-30""",1554356739.4838603
"""2021-12-01""",1547640784.3809998
"""2021-12-02""",1508372814.5503669
"""2021-12-03""",1447434151.6603217
"""2021-12-04""",1308130061.664136
"""2021-12-05""",1284059819.309159
"""2021-12-06""",1292573371.0321665
"""2021-12-07""",1318274322.9960368
"""2021-12-08""",1321508793.5523643
"""2021-12-09""",1250054478.3201225
"""2021-12-10""",1247862376.8380368
"""2021-12-11""",1331112094.358643
"""2021-12-12""",1388361214.3963046
"""2021-12-13""",1277560325.2347224
"""2021-12-14""",1280825409.9397879
"""2021-12-15""",1272129152.1430206
"""2021-12-16""",1288300884.3289056
"""2021-12-17""",1261105227.6241555
"""2021-12-18""",1302714203.8659317
"""2021-12-19""",1260852337.142956
"""2021-12-20""",1264577561.9686701
"""2021-12-21""",1250959391.6079488
"""2021-12-22""",1247411379.5773196
"""2021-12-23""",1346882674.1389048
"""2021-12-24""",1313053868.710918
"""2021-12-25""",1369095185.4062738
"""2021-12-26""",1362249934.226615
"""2021-12-27""",1417775344.7396932
"""2021-12-28""",1298587876.518802
"""2021-12-29""",1306747437.6244678
"""2021-12-30""",1363495586.5124826
"""2021-12-31""",1343702824.1556127
"""2022-01-01""",1471393756.5412352
"""2022-01-02""",1447486329.8072908
"""2022-01-03""",1429318488.286739
"""2022-01-04""",1473114568.6883357
"""2022-01-05""",1343314372.0010133
"""2022-01-06""",1335261595.59434
"""2022-01-07""",1216852611.3172581
"""2022-01-08""",1107944893.865049
"""2022-01-09""",1171186223.9307892
"""2022-01-10""",1140496071.3805816
"""2022-01-11""",1222935682.8867533
"""2022-01-12""",1310671784.2602823
"""2022-01-13""",1257059284.473346
"""2022-01-14""",1282413763.580744
"""2022-01-15""",1268548536.821772
"""2022-01-16""",1317550978.596911
"""2022-01-17""",1268987222.505022
"""2022-01-18""",1291632698.4284115
"""2022-01-19""",1254944703.4128983
"""2022-01-20""",1234094232.6528254
"""2022-01-21""",1064468880.289257
"""2022-01-22""",1002181807.2380241
"""2022-01-23""",1040988274.1215626
"""2022-01-24""",997098988.9273486
"""2022-01-25""",1022807963.2074488
"""2022-01-26""",994722260.4359486
"""2022-01-27""",985557956.543022
"""2022-01-28""",1000923918.0232394
"""2022-01-29""",1016350592.9185784
"""2022-01-30""",1019778202.7275857
"""2022-01-31""",1151127509.8002982
"""2022-02-01""",1152255906.669117
"""2022-02-02""",1099798593.701871
"""2022-02-03""",1153524291.9801276
"""2022-02-04""",1231115005.9569132
"""2022-02-05""",1251206970.0222654
"""2022-02-06""",1230225145.9294126
"""2022-02-07""",1248171924.3069513
"""2022-02-08""",1247233885.7318938
"""2022-02-09""",1276580583.511235
"""2022-02-10""",1223627953.0012832
"""2022-02-11""",1118411366.6631482
"""2022-02-12""",1149193211.9017582
"""2022-02-13""",1135829425.51792
"""2022-02-14""",1163462335.3387191
"""2022-02-15""",1229274802.925529
"""2022-02-16""",1258862795.305449
"""2022-02-17""",1173304326.354499
"""2022-02-18""",1133149988.7199488
"""2022-02-19""",1095148180.22859
"""2022-02-20""",1072184103.2782962
"""2022-02-21""",1055143387.8746862
"""2022-02-22""",1067121507.3882477
"""2022-02-23""",1079498287.1022656
"""2022-02-24""",1071418907.0271953
"""2022-02-25""",1181478590.2197998
"""2022-02-26""",1122641871.6394446
"""2022-02-27""",1071880520.4715708
"""2022-02-28""",1196665741.6230526
"""2022-03-01""",1174621390.4584546
"""2022-03-02""",1146217193.2826018
"""2022-03-03""",1128026702.9791982
"""2022-03-04""",1085640443.1245081
"""2022-03-05""",1120909077.620774
"""2022-03-06""",1094302653.051136
"""2022-03-07""",1079848562.5137916
"""2022-03-08""",1111879203.9184327
"""2022-03-09""",1215496408.8972304
"""2022-03-10""",1176335459.994729
"""2022-03-11""",1147572400.790159
"""2022-03-12""",1162392764.1536376
"""2022-03-13""",1141757636.1847928
"""2022-03-14""",1183842537.5028002
"""2022-03-15""",1177407654.1495829
"""2022-03-16""",1232165437.8902037
"""2022-03-17""",1233504365.580927
"""2022-03-18""",1276172049.0991895
"""2022-03-19""",1253835224.3198311
"""2022-03-20""",1236251067.3977296
"""2022-03-21""",1221557520.2870905
"""2022-03-22""",1234689456.0498018
"""2022-03-23""",1274932915.0791726
"""2022-03-24""",1286280930.3665671
"""2022-03-25""",1293098345.4166636
"""2022-03-26""",1301174269.458129
"""2022-03-27""",1340845822.72743
"""2022-03-28""",1337325338.2990673
"""2022-03-29""",1356931132.710098
"""2022-03-30""",1354947791.781536
"""2022-03-31""",1329504238.7868123
"""2022-04-01""",1387320014.3912888
"""2022-04-02""",1398424408.5767725
"""2022-04-03""",1391886615.2084289
"""2022-04-04""",1430630440.8702257
"""2022-04-05""",1420062366.389179
"""2022-04-06""",1347350994.8924563
"""2022-04-07""",1383863895.9448993
"""2022-04-08""",1321367280.7549045
"""2022-04-09""",1350302284.411167
"""2022-04-10""",1361217572.13068
"""2022-04-11""",1263715334.8329241
"""2022-04-12""",1308723419.7883103
"""2022-04-13""",1356033790.8278766
"""2022-04-14""",1332417978.5432935
"""2022-04-15""",1351005205.4195557
"""2022-04-16""",1326925261.5253527
"""2022-04-17""",1317701535.454693
"""2022-04-18""",1323763241.814184
"""2022-04-19""",1341236180.6868541
"""2022-04-20""",1303116690.071683
"""2022-04-21""",1291394840.6321518
"""2022-04-22""",1295780934.5729969
"""2022-04-23""",1294404720.2031212
"""2022-04-24""",1280498650.333442
"""2022-04-25""",1254667628.8246067
"""2022-04-26""",1160768324.3989754
"""2022-04-27""",1216619053.249045
"""2022-04-28""",1232668007.1371744
"""2022-04-29""",1281664116.3854847
"""2022-04-30""",1313363667.0431209
"""2022-05-01""",1269936505.7163796
"""2022-05-02""",1240351257.723967
"""2022-05-03""",1138675943.6470025
"""2022-05-04""",1226746221.2931118
"""2022-05-05""",1131931444.7862134
"""2022-05-06""",1056752139.3208244
"""2022-05-07""",1060067000.8213322
"""2022-05-08""",1040955844.7561327
"""2022-05-09""",962264863.3816533
"""2022-05-10""",972649112.1549978
"""2022-05-11""",776168028.7355713
"""2022-05-12""",696664138.9630735
"""2022-05-13""",732099577.4434958
"""2022-05-14""",755041305.4980493
"""2022-05-15""",783117556.2081045
"""2022-05-16""",766608011.5384114
"""2022-05-17""",781680421.0328209
"""2022-05-18""",731200078.8493078
"""2022-05-19""",764145127.9447311
"""2022-05-20""",735012674.4047606
"""2022-05-21""",738148246.4522904
"""2022-05-22""",756040195.3186004
"""2022-05-23""",721911282.4705503
"""2022-05-24""",715509251.1035255
"""2022-05-25""",719131581.7925946
"""2022-05-26""",688367584.6472515
"""2022-05-27""",662877713.0822392
"""2022-05-28""",694178927.6791959
"""2022-05-29""",700137074.0197331
"""2022-05-30""",735166579.8920379
"""2022-05-31""",725248372.900533
"""2022-06-01""",683010431.9312557
"""2022-06-02""",704820069.7599171
"""2022-06-03""",667425187.6316313
"""2022-06-04""",678657323.3132383
"""2022-06-05""",676110013.4695919
"""2022-06-06""",694795673.7521707
"""2022-06-07""",690693962.5393333
"""2022-06-08""",675963520.3332615
"""2022-06-09""",680450438.8389082
"""2022-06-10""",655572440.8063612
"""2022-06-11""",607707546.8364327
"""2022-06-12""",538252416.4674293
"""2022-06-13""",424544627.7642013
"""2022-06-14""",417767854.60687745
"""2022-06-15""",437866032.2540916
"""2022-06-16""",371086229.70213187
"""2022-06-17""",363233028.8763112
"""2022-06-18""",343561654.4446521
"""2022-06-19""",383050923.0897088
"""2022-06-20""",381385474.5933108
"""2022-06-21""",391104907.54694074
"""2022-06-22""",362301458.77149445
"""2022-06-23""",386958685.5187831
"""2022-06-24""",385180806.4077713
"""2022-06-25""",409541055.8418108
"""2022-06-26""",374341450.94756925
"""2022-06-27""",375868791.89237535
"""2022-06-28""",346579005.9524309
"""2022-06-29""",339946312.3342363
"""2022-06-30""",320991806.19334966
"""2022-07-01""",316871267.28378516
"""2022-07-02""",319392741.9981209
"""2022-07-03""",325943043.08665437
"""2022-07-04""",340110241.5791673
"""2022-07-05""",336141400.5969877
"""2022-07-06""",356319408.67417926
"""2022-07-07""",375945227.9443742
"""2022-07-08""",366336611.8242786
"""2022-07-09""",369392502.43558717
"""2022-07-10""",347543016.74650216
"""2022-07-11""",337942446.2401974
"""2022-07-12""",324759415.97494656
"""2022-07-13""",337497901.44334596
"""2022-07-14""",341358468.45651186
"""2022-07-15""",324551847.3412388
"""2022-07-16""",332173841.4107747
"""2022-07-17""",336536881.27057296
"""2022-07-18""",366332677.6689343
"""2022-07-19""",420815262.0325712
"""2022-07-20""",384936080.46213216
"""2022-07-21""",396190957.0884051
"""2022-07-22""",393865030.4728997
"""2022-07-23""",384702898.2334718
"""2022-07-24""",389076406.3054239
"""2022-07-25""",383388678.26363236
"""2022-07-26""",362035176.9548821
"""2022-07-27""",394938092.30213624
"""2022-07-28""",403778748.95243204
"""2022-07-29""",403710968.1192248
"""2022-07-30""",406820893.1051038
"""2022-07-31""",399178199.43467194
"""2022-08-01""",407855521.44226754
"""2022-08-02""",414869445.3160302
"""2022-08-03""",418794548.69701207
"""2022-08-04""",412046179.41470623
"""2022-08-05""",422007765.10594094
"""2022-08-06""",418177158.2169254
"""2022-08-07""",420092167.819449
"""2022-08-08""",435232965.1924538
"""2022-08-09""",453995905.910114
"""2022-08-10""",493031577.9741194
"""2022-08-11""",509005517.7355483
"""2022-08-12""",528690054.7532488
"""2022-08-13""",573940812.6112174
"""2022-08-14""",564962236.2941743
"""2022-08-15""",554531840.4809592
"""2022-08-16""",536453814.5792546
"""2022-08-17""",520348069.04039
"""2022-08-18""",516624663.11183494
"""2022-08-19""",465610196.9396522
"""2022-08-20""",485580418.9105212
"""2022-08-21""",515403516.112794
"""2022-08-22""",501937313.98531365
"""2022-08-23""",543958539.3782991
"""2022-08-24""",536576649.6806453
"""2022-08-25""",557986904.0908444
"""2022-08-26""",519235308.801609
"""2022-08-27""",524461560.2337758
"""2022-08-28""",516619570.5365471
"""2022-08-29""",551743045.3813919
"""2022-08-30""",572322862.8206606
"""2022-08-31""",604802649.7975904
"""2022-09-01""",590750415.2947042
"""2022-09-02""",605319845.8671079
"""2022-09-03""",579558889.4633604
"""2022-09-04""",583547774.0095345
"""2022-09-05""",583892610.9207467
"""2022-09-06""",508597139.98488826
"""2022-09-07""",504735293.00731814
"""2022-09-08""",501470745.9520994
"""2022-09-09""",538478747.7545893
"""2022-09-10""",545804362.539774
"""2022-09-11""",544489161.6497389
"""2022-09-12""",541670357.4667212
"""2022-09-13""",510988513.5179959
"""2022-09-14""",513478431.24022275
"""2022-09-15""",495164519.91030025
"""2022-09-16""",500189021.72177607
"""2022-09-17""",520702810.6467499
"""2022-09-18""",491976144.5803511
"""2022-09-19""",506448342.38547814
"""2022-09-20""",491309530.9409227
"""2022-09-21""",487018679.444844
"""2022-09-22""",530010072.75039524
"""2022-09-23""",545088746.1726472
"""2022-09-24""",520606691.02232504
"""2022-09-25""",514431422.11854315
"""2022-09-26""",515436482.3154423
"""2022-09-27""",516703986.15374607
"""2022-09-28""",514509955.8970853
"""2022-09-29""",516834476.6271605
"""2022-09-30""",515743303.2978852
"""2022-10-01""",514159989.478634
"""2022-10-02""",485863357.68978006
"""2022-10-03""",491108417.2776898
"""2022-10-04""",505656959.69562733
"""2022-10-05""",501241805.4671698
"""2022-10-06""",503311743.61398447
"""2022-10-07""",488977753.1701472
"""2022-10-08""",487811771.7854026
"""2022-10-09""",492841971.51595885
"""2022-10-10""",472499022.5859253
"""2022-10-11""",466138687.2554362
"""2022-10-12""",466264691.9298164
"""2022-10-13""",474265112.1377212
"""2022-10-14""",484821371.31081593
"""2022-10-15""",480445979.7641652
"""2022-10-16""",489972333.1499561
"""2022-10-17""",494312482.23523104
"""2022-10-18""",496852289.67780095
"""2022-10-19""",488557473.326079
"""2022-10-20""",501181243.58811355
"""2022-10-21""",503171078.4232287
"""2022-10-22""",516003130.0072123
"""2022-10-23""",522989962.5718207
"""2022-10-24""",525998738.15632993
"""2022-10-25""",534905611.06644773
"""2022-10-26""",557440112.0676666
"""2022-10-27""",561298473.0568784
"""2022-10-28""",564439058.2422218
"""2022-10-29""",579626523.2970058
"""2022-10-30""",566647345.718376
"""2022-10-31""",559875744.7107912
"""2022-11-01""",569736105.8601029
"""2022-11-02""",536164603.638359
"""2022-11-03""",536234058.39137995
"""2022-11-04""",575808204.9901899
"""2022-11-05""",566458320.4409328
"""2022-11-06""",557944203.5232338
"""2022-11-07""",559263704.2776724
"""2022-11-08""",503176892.21433264
"""2022-11-09""",403816721.6300323
"""2022-11-10""",465735043.16303915
"""2022-11-11""",390724169.9255689
"""2022-11-12""",402656974.44237006
"""2022-11-13""",381138548.068778
"""2022-11-14""",400062251.7478846
"""2022-11-15""",400266873.16919327
"""2022-11-16""",382341132.7232605
"""2022-11-17""",393142280.6269083
"""2022-11-18""",389393700.7560502
"""2022-11-19""",399057709.0551718
"""2022-11-20""",379962774.87415916
"""2022-11-21""",372298343.9246832
"""2022-11-22""",383552751.7018174
"""2022-11-23""",389518384.96780497
"""2022-11-24""",387475552.025455
"""2022-11-25""",396694550.0354605
"""2022-11-26""",399625365.45996296
"""2022-11-27""",387210080.06658727
"""2022-11-28""",370182606.6658523
"""2022-11-29""",361705913.1600052
"""2022-11-30""",363485733.6499726
"""2022-12-01""",360575755.21059614
"""2022-12-02""",362043761.6168656
"""2022-12-03""",377676661.4438599
"""2022-12-04""",386721435.0165625
"""2022-12-05""",369389597.84712964
"""2022-12-06""",365621559.558079
"""2022-12-07""",370121696.50624746
"""2022-12-08""",376052877.8204987
"""2022-12-09""",374964319.4110702
"""2022-12-10""",374194731.6970959
"""2022-12-11""",372504444.3099019
"""2022-12-12""",364285435.9648862
"""2022-12-13""",367302674.71722466
"""2022-12-14""",369627915.03894067
"""2022-12-15""",363666784.60682523
"""2022-12-16""",344504932.4504594
"""2022-12-17""",359705998.79508084
"""2022-12-18""",358156337.27724856
"""2022-12-19""",353026784.13822514
"""2022-12-20""",365463201.2793766
"""2022-12-21""",365289514.5123595
"""2022-12-22""",365145963.1557734
"""2022-12-23""",361895793.3135378
"""2022-12-24""",367803803.0904628
"""2022-12-25""",365140011.70278347
"""2022-12-26""",363358309.85848135
"""2022-12-27""",361350059.07257235
"""2022-12-28""",353759025.1798666
"""2022-12-29""",353849850.54459184
"""2022-12-30""",348161336.0056214
"""2022-12-31""",367798713.03196514
"""2023-01-01""",377174504.297381
"""2023-01-02""",377023839.144134
"""2023-01-03""",385410888.42472684
"""2023-01-04""",413283909.43342954
"""2023-01-05""",395065556.9052825
"""2023-01-06""",406435894.3066008
"""2023-01-07""",400192110.748719
"""2023-01-08""",401705391.1456079
"""2023-01-09""",405668865.3858087
"""2023-01-10""",410150728.7726336
"""2023-01-11""",412143446.5440433
"""2023-01-12""",400592103.8777202
"""2023-01-13""",406810539.0352813
"""2023-01-14""",409648673.3707572
"""2023-01-15""",410736450.9050642
"""2023-01-16""",406611204.1660449
"""2023-01-17""",414182382.37037694
"""2023-01-18""",403855718.5505388
"""2023-01-19""",444907268.08915937
"""2023-01-20""",459067616.8901784
"""2023-01-21""",457941109.3955765
"""2023-01-22""",468333967.0099806
"""2023-01-23""",465409279.5511662
"""2023-01-24""",447839628.96392703
"""2023-01-25""",471115309.43362194
"""2023-01-26""",472194021.02514637
"""2023-01-27""",473014699.7361576
"""2023-01-28""",467990725.09759706
"""2023-01-29""",477162580.42396176
"""2023-01-30""",459018135.73752713
"""2023-01-31""",459112079.2305146
"""2023-02-01""",461394138.9968782
"""2023-02-02""",452727562.41185355
"""2023-02-03""",454525621.0192625
"""2023-02-04""",444173925.26187795
"""2023-02-05""",428253397.4609095
"""2023-02-06""",422791561.75221443
"""2023-02-07""",433009337.3012055
"""2023-02-08""",418786795.366958
"""2023-02-09""",405019760.895412
"""2023-02-10""",403542529.7503167
"""2023-02-11""",401799697.9716508
"""2023-02-12""",396489427.87384903
"""2023-02-13""",401750984.7823874
"""2023-02-14""",408934894.6366741
"""2023-02-15""",414006496.67700213
"""2023-02-16""",405719998.0334288
"""2023-02-17""",421333709.3969716
"""2023-02-18""",420542220.31432945
"""2023-02-19""",408479121.63640976
"""2023-02-20""",414519973.6650923
"""2023-02-21""",408575434.90624696
"""2023-02-22""",416064753.2806463
"""2023-02-23""",417407510.81400996
"""2023-02-24""",402096019.5999786
"""2023-02-25""",395450153.69554174
"""2023-02-26""",402320092.8521415
"""2023-02-27""",396123037.88510734
"""2023-02-28""",386449172.1441871
"""2023-03-01""",394924097.12571836
"""2023-03-02""",381103474.3553053
"""2023-03-03""",360562938.9458398
"""2023-03-04""",367242914.6676336
"""2023-03-05""",360617918.82412755
"""2023-03-06""",362240694.9067161
"""2023-03-07""",356922726.64208406
"""2023-03-08""",344161406.9166908
"""2023-03-09""",333114007.8486752
"""2023-03-10""",334560405.8259237
"""2023-03-11""",328486234.7141235
"""2023-03-12""",342034545.1102932
"""2023-03-13""",354445374.05531335
"""2023-03-14""",360856001.78532016
"""2023-03-15""",347291478.3845136
"""2023-03-16""",350983893.68935657
"""2023-03-17""",371295840.24565876
"""2023-03-18""",359935605.24575853
"""2023-03-19""",362076616.0785209
"""2023-03-20""",391437931.7922949
"""2023-03-21""",386533866.0503396
"""2023-03-22""",376927878.60009974
"""2023-03-23""",401196279.9906556
"""2023-03-24""",403550234.19181776
"""2023-03-25""",417703401.2906485
"""2023-03-26""",423946399.35746765
"""2023-03-27""",406846739.3445795
"""2023-03-28""",406769321.33493805
"""2023-03-29""",420805580.7030717
"""2023-03-30""",406895971.0281798
"""2023-03-31""",402035333.28115404
"""2023-04-01""",376406461.39137137
"""2023-04-02""",361318448.06852305
"""2023-04-03""",376072085.515605
"""2023-04-04""",373727401.85532737
"""2023-04-05""",375827977.45108014
"""2023-04-06""",375684783.8269009
"""2023-04-07""",373390303.77599585
"""2023-04-08""",368343124.0138845
"""2023-04-09""",375379397.99397683
"""2023-04-10""",379257101.0349684
"""2023-04-11""",379411898.03390473
"""2023-04-12""",388869443.1961486
"""2023-04-13""",390565365.59895414
"""2023-04-14""",396320172.91234624
"""2023-04-15""",387125448.76171476
"""2023-04-16""",399919140.8470446
"""2023-04-17""",398967827.4113691
"""2023-04-18""",406011298.2455385
"""2023-04-19""",384387979.9633688
"""2023-04-20""",380032782.09715384
"""2023-04-21""",373209917.88586676
"""2023-04-22""",380225013.21717614
"""2023-04-23""",372857106.82111037
"""2023-04-24""",375003663.72102475
"""2023-04-25""",377569896.0990391
"""2023-04-26""",397091957.7154974
"""2023-04-27""",398954449.8079675
"""2023-04-28""",395894163.64874005
"""2023-04-29""",398229071.0062039
"""2023-04-30""",400073094.59353846
"""2023-05-01""",382187797.316559
"""2023-05-02""",383221808.30814147
"""2023-05-03""",388542018.1714803
"""2023-05-04""",391294353.3673988
"""2023-05-05""",398304329.61476994
"""2023-05-06""",395340205.9697169
"""2023-05-07""",391091499.8444346
"""2023-05-08""",378228580.577348
"""2023-05-09""",383112606.2662474
"""2023-05-10""",382292429.323098
"""2023-05-11""",373844553.8727894
"""2023-05-12""",380864769.8082517
"""2023-05-13""",375195366.5136666
"""2023-05-14""",372874875.54337674
"""2023-05-15""",373991934.19672024
"""2023-05-16""",374262166.61063725
"""2023-05-17""",381586804.85621685
"""2023-05-18""",386034407.1702657
"""2023-05-19""",381905928.23651266
"""2023-05-20""",385194760.63476694
"""2023-05-21""",378199547.74806774
"""2023-05-22""",380645070.27799606
"""2023-05-23""",383464040.05098444
"""2023-05-24""",375444623.0284703
"""2023-05-25""",373586621.57238674
"""2023-05-26""",380212728.9342937
"""2023-05-27""",373279911.3763788
"""2023-05-28""",379629771.5602832
"""2023-05-29""",385969126.80560565
"""2023-05-30""",387731467.9482349
"""2023-05-31""",381072899.20075434
"""2023-06-01""",376597811.89114743
"""2023-06-02""",375546735.70029694
"""2023-06-03""",369222366.24272627
"""2023-06-04""",370027121.02112883
"""2023-06-05""",357639688.80228144
"""2023-06-06""",371281906.2425068
"""2023-06-07""",360818432.10871935
"""2023-06-08""",353476944.5031137
"""2023-06-09""",350736610.54999495
"""2023-06-10""",347089818.9943091
"""2023-06-11""",347536718.74514556
"""2023-06-12""",346620394.35511374
"""2023-06-13""",347950567.1453377
"""2023-06-14""",337684964.63128996
"""2023-06-15""",337898630.2138868
"""2023-06-16""",338705415.53889066
"""2023-06-17""",339655117.93440795
"""2023-06-18""",338672051.9635745
"""2023-06-19""",339655255.9133609
"""2023-06-20""",347551528.86643827
"""2023-06-21""",361609075.0345871
"""2023-06-22""",356943295.6267476
"""2023-06-23""",363452040.8916571
"""2023-06-24""",361450832.4884654
"""2023-06-25""",360264371.43554604
"""2023-06-26""",355595515.2025156
"""2023-06-27""",359515347.3164216
"""2023-06-28""",350035062.63641703
"""2023-06-29""",358382408.5745233
"""2023-06-30""",360886310.73857945
"""2023-07-01""",360002504.57434565
"""2023-07-02""",355357626.4988977
"""2023-07-03""",355652348.64591485
"""2023-07-04""",358332689.1728655
"""2023-07-05""",354786088.248941
"""2023-07-06""",349916280.4137703
"""2023-07-07""",347708240.1765112
"""2023-07-08""",347144771.66491187
"""2023-07-09""",344646589.24504226
"""2023-07-10""",346158749.45550007
"""2023-07-11""",346178707.35380214
"""2023-07-12""",351908479.95077044
"""2023-07-13""",360463735.3356539
"""2023-07-14""",349818505.54582053
"""2023-07-15""",348246339.1696508
"""2023-07-16""",346969456.40836465
"""2023-07-17""",347345894.30996966
"""2023-07-18""",352686290.7484171
"""2023-07-19""",350478747.9895626
"""2023-07-20""",355008544.9970054
"""2023-07-21""",357538401.1199221
"""2023-07-22""",357769652.03418165
"""2023-07-23""",360659986.1812682
"""2023-07-24""",350566236.5268003
"""2023-07-25""",350117551.32941204
"""2023-07-26""",351919583.3353706
"""2023-07-27""",362994790.3122732
"""2023-07-28""",366918467.616866
"""2023-07-29""",368125532.2633366
"""2023-07-30""",368050425.9913661
"""2023-07-31""",368039914.98563045
"""2023-08-01""",372473505.2290309
"""2023-08-02""",360574945.8158781
"""2023-08-03""",360730125.2008107
"""2023-08-04""",360642206.17421144
"""2023-08-05""",360221962.9584302
"""2023-08-06""",361019227.6015994
"""2023-08-07""",355570122.2694249
"""2023-08-08""",363753491.4855081
"""2023-08-09""",364654041.67707396
"""2023-08-10""",363101211.2796933
"""2023-08-11""",359222209.0516257
"""2023-08-12""",353733565.02417034
"""2023-08-13""",353643281.22728044
"""2023-08-14""",353863569.56499827
"""2023-08-15""",351999666.93878764
"""2023-08-16""",356511476.71532243
"""2023-08-17""",335455165.1497334
"""2023-08-18""",329736226.8454639
"""2023-08-19""",329985528.6878791
"""2023-08-20""",329338730.270607
"""2023-08-21""",331193808.2822185
"""2023-08-22""",328403387.3283278
"""2023-08-23""",334184723.1777362
"""2023-08-24""",331837022.80970174
"""2023-08-25""",332215477.6230346
"""2023-08-26""",329218464.4053023
"""2023-08-27""",331545514.1167407
"""2023-08-28""",328610170.298626
"""2023-08-29""",341545819.77442896
"""2023-08-30""",335131564.2227104
"""2023-08-31""",324990106.7460724
"""2023-09-01""",321902520.6898525
